#,name,address,city,phone,email,website,category
11,Chi Nhánh Đồng Nai -  Công Ty TNHH Vôi Thái Hòa,"Tỉnh Đồng Nai, ",Đồng Nai,0918.202.139                            ,voithaihoa@gmail.com                              ,http://voithaihoa.com,"Vôi Bột, Vôi Cục, Vôi Củ"
12,Vôi Tấn Phương Nam - Công Ty TNHH Thương Mại Và Dịch Vụ Vận Tải Tấn Phương Nam,"Thôn Nhân Lý, Xã Cao Sơn, Huyện Thủy Nguyên, ",Tp. Hải Phòng,"0934 363 351, 0904 366 198              ",tanphuongnamxdhp@gmail.com                        ,http://tanphuongnam.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
13,Vôi Càng Long - Công Ty TNHH Một Thành Viên Vôi Càng Long Long An,"52A Bến Phú Định, P. 16, Q. 8, ",Tp. Hồ Chí Minh (TPHCM),"(028) 22441111, 38765431, 0909607080          ",voicanglong@gmail.com                             ,http://voicanglong.com,"Vôi Bột, Vôi Cục, Vôi Củ"
14,Vôi Thái Sơn - Công Ty TNHH Đầu Tư  Phát Triển và Xuất Nhập Khẩu Thái Sơn,"Số 36/238 Chợ hàng, P. Dư Hàng Kênh, Q. Lê Chân, ",Tp. Hải Phòng,(0225) 3519 796                                ,thaisonimextraco@gmail.com                        ,,"Vôi Bột, Vôi Cục, Vôi Củ"
15,Vôi Bột SAVINA - Công Ty TNHH SAVINA Hà Nam,"Thôn Bút Sơn, Xã Thanh Sơn, Huyện Kim Bảng, ",Hà Nam,0916 399 985                            ,savinahanam@gmail.com                             ,http://savinahanam.bizz.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
16,Bột Đá Minh Đức - Công Ty TNHH Minh Đức Sài Gòn,,Tp. Hồ Chí Minh (TPHCM),,minhducsg1@gmail.com                              ,http://www.minhducsaigon.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
17,"Bột đá, Vôi củ, Vôi nghiền Gimexco - Công ty TNHH Xuất Nhập Khẩu Quốc Tế Gimexco","Phòng 728, tầng 7, tòa nhà thành đạt 1, số 3 Lê Thánh Tông, Phường Máy Tơ, Quận Ngô Quyền, ",Tp. Hải Phòng,"(0225) 3733268, 0904478515 - Mr Loi 0936593696 ",sale@gimexcomineral.com                           ,http://gimexcomineral.com,"Vôi Bột, Vôi Cục, Vôi Củ"
18,Công Ty TNHH Đầu Tư Phát Triển Quốc Tế Sơn Hà,"Head Office: Vĩnh Quỳnh, H. Thanh Trì, ",Hà Nội,0936.162.698/0934.689.598/ 0936.454.698 ,"SHCgroup.vn@gmail.com, kd1.shcgroup@gmail.com,    ",http://shcgroup.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
19,Bột Đá Tân Trường Hưng - Công Ty TNHH Tân Trường Hưng,"Khu Công nghiệp Thi Sơn, Kim Bảng, ",Hà Nam,Hotline: 0978 206 887 - 0904 363 893    ,kd.tantruonghung@gmail.com                        ,http://botdavoi.com,"Vôi Bột, Vôi Cục, Vôi Củ"
20,Bột Đá Thiên Long - Công Ty Cổ Phần Hóa Chất Thành Phố Hồ Chí Minh,"938 Đ. Nguyễn Thị Định, KCN Cát Lái, P. Thạnh Mỹ Lợi, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 3742 0804                               ,tranxuanhoai@hcmc.com.vn                          ,http://hcmc.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
21,Bột Đá Hòa Hiền - Công Ty TNHH Hòa Hiền,"GPKD : Số 227, Đường Lê Công Thanh, P. Lương Khánh Thiện, TP. Phủ Lý, ",Hà Nam,(0226) 3857824 - Hotline: 0913.348.822         ,congtyhoahienhanam@gmail.com                      ,http://botdahanam.bizz.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
22,Công Ty TNHH Sản Xuất Và Thương Mại Hà Nam Ninh,"P318 Tòa Nhà CT1A, KĐT Văn Quán, Q. Hà Đông, ",Hà Nội,"(024) 35626288, Hotline: 0975 322 265         ",info.hanamninhcompany@gmail.com                   ,http://www.hanamninh.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
23,Bột Đá Minh Đức Hải Phòng - Công Ty TNHH MTV Hóa Chất Minh Đức Hải Phòng,"Số 123/Q2, KP. 1, P. Long Bình Tân, TP. Biên Hòa, ",Đồng Nai,"(0251) 3834825, 0903723427                     ",hoachatminhduc79@yahoo.com                        ,http://hoachatminhduchaiphong.com,"Vôi Bột, Vôi Cục, Vôi Củ"
24,Bột Đá K.H.V - Công Ty Cổ Phần K.H.V,,Tp. Hải Phòng,(0225) 3652116                                 ,marketing@khv.com.vn                              ,http://www.khv.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
25,Công Ty TNHH Một Thành Viên Khoáng Sản Vôi Việt,"Số 10 Tân Đẩu Long, P. Tân Thành, TP. Ninh Bình, ",Ninh Bình,(0229) 6559999                                 ,vietlime@gmail.com                                ,http://vietlime.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
26,Công Ty Cổ Phần Mông Sơn,"Tổ 18, Thị Trấn Yên Bình, H. Yên Bình, ",Yên Bái,(0216) 3885647                                 ,sales@mongson.vn                                  ,http://mongson.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
27,Vôi 218 - Công Ty CP Sản Xuất Vôi Công Nghiệp 218,"Thung Dược, X. Thanh Thủy, H. Thanh Liêm, ",Hà Nam,0886989999                              ,218lime@gmail.com                                 ,http://218lime.com,"Vôi Bột, Vôi Cục, Vôi Củ"
28,Công Ty TNHH Lê Phạm,"Tầng 8, Tòa Nhà LP, 508 Lê Thánh Tông, P. Vạn Mỹ, Q. Ngô Quyền, ",Tp. Hải Phòng,(0225) 3750205                                 ,ops@lpgroup.vn                                    ,http://lpgroup.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
29,Vôi Đức Hòa - Công Ty Cổ Phần Quốc Tế Đức Hòa,"Thôn Bạch Đằng, X. Lưu Kỳ, H. Thủy Nguyên, ",Tp. Hải Phòng,(0225) 3915998                                 ,thanhduchoa86@gmail.com                           ,,"Vôi Bột, Vôi Cục, Vôi Củ"
30,Công Ty Cổ Phần DLH Việt Nam,"Phòng 901 Tòa Nhà Việt Úc, Số 2, Lô 16D, Trung Hành 5, Đằng Lâm, Hải An, ",Tp. Hải Phòng,(0225) 3722768                                 ,"doc@dlhvn.com, info@dlhvn.com                     ",http://dlh.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
31,Công Ty Cổ Phần Phương Nam,"Khu Vành Kiệu, P. Phương Nam, Tp. Uông Bí, ",Quảng Ninh,(0203) 3854098                                 ,congtycpphuongnam@gmail.com                       ,http://phuongnamlimestone.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
32,Vôi Vũ Lập Thành - Công Ty CP Thương Mại Vũ Lập Thành,"Số 5/92, Lê Thánh Tông, P. Máy Chai, Q. Ngô Quyền, ",Tp. Hải Phòng,(0225) 3551488                                 ,vulapthanh.vn@gmail.com                           ,http://vulapthanh.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
33,Công Ty Cổ Phần Thương Mại Đà Nẵng,,Tp. Hải Phòng,"(0225) 0972 557 799, 091 810 9999              ",danaco.com.vn@gmail.com                           ,http://www.danaco.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
34,Công Ty Cổ Phần Đầu Tư HPV Việt Nam,"Liền Kề 8, Ô 38, KĐT Mới Tân Tân Đô, X. Tân Lập, H. Đan Phượng, ",Hà Nội,(024) 62938600                                ,hpvvietnam79@gmail.com                            ,http://hpvvietnam.com,"Vôi Bột, Vôi Cục, Vôi Củ"
35,Vôi An Mỹ Đức - Công Ty Cổ Phần Thương Mại An Mỹ Đức,"Số 28, Khu B1, Lô 7B Đường Lê Hồng Phong, P. Đông Khê, Q. Ngô Quyền, ",Tp. Hải Phòng,(0225) 3246269                                 ,anmyduchp@gmail.com                               ,http://vn.anmyduc.com,"Vôi Bột, Vôi Cục, Vôi Củ"
36,Chi Nhánh - Công Ty TNHH Đầu Tư Phát Triển Quốc Tế Sơn Hà,"Văn phòng: 527 Điện Biên Phủ, ",Tp. Hồ Chí Minh (TPHCM),0936.162.698/0934.689.598/ 0936.454.698 ,"SHCgroup.vn@gmail.com, kd1.shcgroup@gmail.com,    ",http://shcgroup.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
37,Công Ty TNHH Thương Mại Vật Liệu Xây Dựng Thành Đô,"Số 232, Lê Công Thanh, P. Minh Khai, Tp. Phủ Lý, ",Hà Nam,0973 019 621                            ,laitrongvhn12@gmail.com                           ,http://congtythanhdo.com,"Vôi Bột, Vôi Cục, Vôi Củ"
38,Công Ty TNHH MTV Khai Thác SX TM DV VT XNK Khương Nam Việt,"ấp Núi Trầu, Hòa Điền, Kiên Lương, ",Kiên Giang,(0297) 3753028                                 ,phanbonkhuongnamviet@gmail.com                    ,http://khuongnamviet.com,"Vôi Bột, Vôi Cục, Vôi Củ"
39,Vôi Và Bột Đá Ngũ Hải - Công Ty TNHH Thủy Sản Ngũ Hải,"Số 1/125 Mạc Thị Bưởi, Phường Quang Trung, Thành Phố Nam Định, ",Nam Định,0944939399                              ,danghongthai1971@gmail.com                        ,http://voibot.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
40,Công Ty TNHH Khoáng Sản Sơn Hà 18,"Núi Mâm Xôi, X. Thanh Sơn, H. Kim Bảng, ",Hà Nam,931717698 / +84932222698                ,Shcgroup.vn@gmail.com                             ,http://Shcgroup.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
41,Vôi Vinalime - Công Ty TNHH Vinalime,"Thôn Đại Đồng, X. Đại Mạch, H. Đông Anh, ",Hà Nội,0964 280 989                            ,hung.vinalime@gmail.com                           ,http://vinalime.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
42,Công Ty TNHH MTV Nguyên Vật Liệu Vôi Việt Nam,"Thôn Châu Giang, TT. Kiện Khê, H. Thanh Liêm, ",Hà Nam,0913610922                              ,nvlvoivietnam@gmail.com                           ,,"Vôi Bột, Vôi Cục, Vôi Củ"
43,Công Ty Cổ Phần Khai Thác Khoáng Sản Hà An Phát,"Tầng 2, Số nhà 20, Tổ 5, Ngõ Liên Cơ 1, P. Cầu Diễn, Q. Nam Từ Liêm, ",Hà Nội,(0238) 3786868                                 ,haanphat3979@gmail.com                            ,http://hapminerals.com,"Vôi Bột, Vôi Cục, Vôi Củ"
44,Vôi Việt - Công Ty TNHH Khoáng Sản Vôi Việt,"KCN Phú Mỹ 1, Thị Trấn Phú Mỹ, Huyện Tân Thành, ",Bà Rịa-Vũng Tàu,"0945 744 574,   0909 322 899            ",tanthanhmy.infor@gmail.com                        ,http://tanthanhmy.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
45,Đại lý Anh Thư,"123 Bùi Xương Trạch, Khương Đình, Thanh Xuân, ",Hà Nội,0766182988                              ,atvietnam0312@gmail.com                           ,http://khoangsanatcvietnam.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
46,Công Ty TNHH MTV Khai Thác SX TM DV VT XNK Khương Nam Việt,"ấp Núi Trầu, Hòa Điền, Kiên Lương, ",Kiên Giang,(0297) 3753028                                 ,phanbonkhuongnamviet@gmail.com                    ,http://khuongnamviet.com,"Vôi Bột, Vôi Cục, Vôi Củ"
47,Vôi Vũ Lập Thành - Công Ty CP Thương Mại Vũ Lập Thành,"Số 5/92, Lê Thánh Tông, P. Máy Chai, Q. Ngô Quyền, ",Tp. Hải Phòng,(0225) 3551488                                 ,vulapthanh.vn@gmail.com                           ,http://vulapthanh.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
48,Công Ty Cổ Phần Khai Thác Khoáng Sản Hà An Phát,"Tầng 2, Số nhà 20, Tổ 5, Ngõ Liên Cơ 1, P. Cầu Diễn, Q. Nam Từ Liêm, ",Hà Nội,(0238) 3786868                                 ,haanphat3979@gmail.com                            ,http://hapminerals.com,"Vôi Bột, Vôi Cục, Vôi Củ"
49,Vôi Hương Hải - Công Ty TNHH Hương Hải Group,"Ô 2, Khu Biệt Thự Cao Cấp Đường Hạ Long, P. Bãi Cháy, TP. Hạ Long, ",Quảng Ninh,(0203) 6560186                                 ,sales@vietnamlime.com                             ,http://vietnamlime.com,"Vôi Bột, Vôi Cục, Vôi Củ"
50,Công Ty TNHH Xuất Nhập Khẩu Học Minh,"Số 23, Lô C7 Đường Lê Hồng Phong, Q. Ngô Quyền, ",Tp. Hải Phòng,0933696386                              ,vietnamlimevn@gmail.com                           ,http://vietnamlime.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
51,Công Ty TNHH TM Hóa Chất Công Nghiệp Miền Nam,"Số 01 KP 1 Bình Đường, An Bình, Dĩ An, ",Bình Dương,(0274) 6543455                                 ,hccnmiennam@gmail.com                             ,http://cnmiennam.com,"Vôi Bột, Vôi Cục, Vôi Củ"
52,Vôi Hà Nam - Công Ty TNHH Sản Xuất Và Thương Mại Vôi Hà Nam,"Quốc Lộ 1A, Thanh Hương, Thanh Liêm, ",Hà Nam,0972268833                              ,congtyvoihanam@gmail.com                          ,http://voihanam.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
53,Công Ty TNHH Thương Mại Vật Liệu Lê Gia,"268/9B KP. Tân Long, P. Tân Đông Hiệp, TX. Dĩ An, ",Bình Dương,0981707205                              ,legiajs123@gmail.com                              ,http://legiajs.com,"Vôi Bột, Vôi Cục, Vôi Củ"
54,Công Ty TNHH Đầu Tư Phát Triển Việt Thắng,"36/7 P. Trung Sơn, TP. Tam Điệp, ",Ninh Bình,0913595767                              ,dn.vietthang@gmail.com                            ,http://vietthangninhbinh.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
55,Công Ty TNHH Anh Minh Việt Nam,"Số 8 Ngách 124/7/3 Phố Do Nha, Miêu Nha, Tây Mỗ, Quận Nam Từ Liêm, ",Hà Nội,0966791089                              ,info.anhminhvietnam@gmail.com                     ,http://davoi.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
56,Công Ty CP Đầu Tư XNK Và Khai Thác Khoáng Sản Việt Nam,"KCN Kiện Khê, H. Thanh Liêm, ",Hà Nam,"0944607997, 0962566566                  ",sales@khoangsanvietnam.com.vn                     ,http://khoangsanvietnam.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
57,Công Ty TNHH Nông Thành Việt,"125A Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),(028) 3939345                                 ,thanhphultp@gmail.com                             ,http://www.nongthanhviet.com,"Vôi Bột, Vôi Cục, Vôi Củ"
58,Công Ty TNHH Công Nghiệp Quốc Tế Trường Thành,"O2 Tòa Nhà Điều Hành VSIP Hải Phòng, H. Thủy Nguyên, ",Tp. Hải Phòng,(0225) 2838938                                 , ,http://truongthanhlime.com,"Vôi Bột, Vôi Cục, Vôi Củ"
59,Bột Đá Minh Đức - Công Ty Cổ Phần Hóa Chất Minh Đức,"Thị Trấn  Minh Đức, Huyện Thủy Nguyên, ",Thành Phố Hải Phòng,"(0225) 3810970, 0968 667 269                   ",info@minhduc-caco3.com                            ,http://minhduc-caco3.com,"Vôi Bột, Vôi Cục, Vôi Củ"
60,Công Ty TNHH Vận Tải Và Sản Xuất Chế Biến Đá Huy Tú,"La Mát, TT. Kiện Khê, H. Thanh Liêm, ",Hà Nam,0912 685 643                            ,ct.huytu@gmail.com                                ,http://botdahuytu.bizz.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
61,Công Ty TNHH Hóa Chất Và Khoáng Sản Việt World,"Lầu 6, Tòa Nhà NGE, Số 292 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 35122108                                ,ctyvietworld@gmail.com                            ,http://vichemico.com,"Vôi Bột, Vôi Cục, Vôi Củ"
62,Công Ty TNHH Hải Bình Châu á,"Lô 37/L3, Đường An Bình, Thôn Trang Quan, X. An Đồng, H. An Dương, ",Tp. Hải Phòng,0869183896                              ,contact@haibinhasia.com                           ,http://haibinhasia.com,"Vôi Bột, Vôi Cục, Vôi Củ"
63,Bột Đá Gia Huy - Công Ty TNHH Xuất Nhập Khẩu Gia Huy,"304/20 Tân Kỳ Tân Qúy, Q. Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),0909 644 600                            ,sales@botda.vn                                    ,http://botda.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
64,Công Ty CP Thiết Bị Máy Bảo Tiến,"Tổ 10, P. Quan Triều, TP. Thái Nguyên, ",Thái Nguyên,0906005626                              ,ngocdong@baotientn.vn                             ,http://baotientn.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
65,Cơ Sở Vôi Càng Long - Xuân Đào,"2/27 Quốc Lộ 1A, P. Hiệp Bình Phước, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 37272356                                ,hongocmaitrang@gmail.com                          ,http://voicanglong.net,"Vôi Bột, Vôi Cục, Vôi Củ"
66,Công Ty Cổ Phần Vôi Miền Bắc,"Số 111 Đường Biên Hòa, P. Lương Khánh Thiện, TP. Phủ Lý, ",Hà Nam,"0936175511, 0989685511                  ",voimienbac@gmail.com                              ,http://voimienbac.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
67,Công Ty TNHH Khoáng Sản Đá Vôi Hà Nam,"KCN Kiện Khê, ",Hà Nam,0904657922                              ,sales.khoangsanhanam@gmail.com                    ,http://khoangsanhanam.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
68,Công Ty TNHH Sản Xuất Và Thương Mại Hào Thịnh,"25 Đường 8B, Khu 13E Intresco, X. Phong Phú, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),(028) 38550223                                ,haothinhltd@gmail.com                             ,http://haothinh.com,"Vôi Bột, Vôi Cục, Vôi Củ"
69,Khoáng Sản Sơn Nam - Công Ty TNHH Khoáng Sản Sơn Nam,"1283/32/7 Huỳnh Tấn Phát, P. Phú Thuận, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),0909133211                              ,vunguyen838383@gmail.com                          ,http://khoangsanmiennam.com,"Vôi Bột, Vôi Cục, Vôi Củ"
70,Công Ty Cổ Phần Đầu Tư Và Thương Mại Doanh Nhân,"59 Phạm Ngọc Thạch, P. 6, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 38205313                                ,info@bitracorp.com                                ,http://bitracorp.com,"Vôi Bột, Vôi Cục, Vôi Củ"
71,Chi Nhánh - Công Ty TNHH Sản Xuất Và Thương Mại Hà Nam Ninh,"Thanh Sơn, Kim Bảng, ",Hà Nam, Hotline: 0913 962 698                  ,info.hanamninhcompany@gmail.com                   ,http://www.hanamninh.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
72,Cơ Sở Sản Xuất Vôi Cục - Vôi Bột - Vôi Đáp Cầu,"Kim Đôi, Kim Chân, ",Bắc Ninh,0978381122                              ,leminhnamviet@gmail.com                           ,http://voidapcau.com.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
73,Công Ty CP Nguyên Liệu Gốm Sứ Việt Nam,"1290 Lê Hồng Phong, P. Phú Thọ, TP. Thủ Dầu Một, ",Bình Dương,0888885878                              , ,,"Vôi Bột, Vôi Cục, Vôi Củ"
74,Công Ty Cơ Khí Chế Tạo Đại Phát,"Xóm Đường Goòng, Xã Cổ Lũng, Phú Lương, ",Thái Nguyên,"(0208) 3600788,  0906065123                    ",daiphatm8kt@gmail.com                             ,,"Vôi Bột, Vôi Cục, Vôi Củ"
75,Chi Nhánh Công Ty TNHH Xuất Nhập Khẩu Gia Huy,"Đường Số 5, KDC Hiệp Thành 3, TP.Thủ Dầu Một, ",Bình Dương,0909644600                              ,sales@botda.vn                                    ,http://botda.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
76,Gạch Không Nung Khương Nam Việt - Công Ty TNHH MTV Gạch Khương Nam Việt,"Tổ 5, Ấp Núi Trầu, X. Hòa Điền, H. Kiên Lương, ",Kiên Giang,"(0297) 3753028, 0913166324                     ",phanbonkhuongnamviet@gmail.com                    ,http://khuongnamviet.com,"Vôi Bột, Vôi Cục, Vôi Củ"
77,Bột Đá Mai Lam - Công Ty TNHH Khoáng Sản Mai Lam,"07 Hẻm 195 KP. 3C, Đường TL31, P. Thạnh Lộc, Q.12, ",Tp. Hồ Chí Minh (TPHCM),0942073645                              ,khoangsanmailam1@gmail.com                        ,http://khoangsanmailam.com,"Vôi Bột, Vôi Cục, Vôi Củ"
78,Công Ty TNHH Thương Mại Và XNK DTH Việt Nam,"999 Nguyễn Đức Thuận, Trâu Quỳ, Gia Lâm, ",Hà Nội,0989555958                              ,dth999.vn@gmail.com                               ,http://dth999.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
79,Công Ty CP Bột Đá Vôi Trắng Siêu Mịn Nghệ An,"Khu C, KCN Nam Cấm, X. Nghi Xá, H. Nghi Lộc, ",Nghệ An,(0238) 3612868                                 ,the.namco@namco.vn                                ,http://namco.vn,"Vôi Bột, Vôi Cục, Vôi Củ"
80,Huong Hai Group,"Ô 2, Khu Biệt Thự Cao cấp, Đường Hạ Long, Phường Bãi Cháy, Thành Phố Hạ Long, ",Quảng Ninh,(0203) 3845042                                 ,sales@vietnamlime.com                             ,http://vietnamlime.com,"Vôi Bột, Vôi Cục, Vôi Củ"
