#,name,address,city,phone,email,website,category
63,"Ningxia Panson Coal and Carbon Co., LTD","Tòa Nhà CBD Insurance, Đường Shuangzi, Jinfeng Area, TP. Yinchuan, TT. Ningxia ",,+86 51162367                            ,alyssa@nxpanson.com                               ,http://nxpansons.com,Khoáng Sản - Công Ty Khoáng Sản
64,A R Mines Industries,"Lô Đất Số 21, 22, 23 & D-3/15, KCN Kakoda, Đường Sanguem, Kakoda, , ",Curchorem-Goa,9011230235                              ,arminesind@gmail.com                              ,http://arminesind.com,Khoáng Sản - Công Ty Khoáng Sản
65,Công Ty CP Tập Đoàn Hoành Sơn,"Tổ dân phố Thuận Minh, P. Đức Thuận, TX. Hồng Lĩnh, ",Hà Tĩnh,(0239) 3575555                                 ,info@hoanhsongroup.net                            ,http://hoanhsongroup.net,Khoáng Sản - Công Ty Khoáng Sản
66,Vôi Hương Hải - Công Ty TNHH Hương Hải Group,"Ô 2, Khu Biệt Thự Cao Cấp Đường Hạ Long, P. Bãi Cháy, TP. Hạ Long, ",Quảng Ninh,(0203) 6560186                                 ,sales@vietnamlime.com                             ,http://vietnamlime.com,Khoáng Sản - Công Ty Khoáng Sản
67,Linh Thành - Công Ty Cổ Phần Tập Đoàn Linh Thành,"55 Cộng Hòa, P. 4, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38117839                                ,infor@linhthanhgroup                              ,http://www.linhthanhgroup.com,Khoáng Sản - Công Ty Khoáng Sản
68,Công Ty CP Phát Triển Thương Mại An Khánh,"Tổ 22, P. Quang Trung, TP. Thái Nguyên, ",Thái Nguyên,(0208) 6252333                                 ,kinhdoanh@khoangsanankhanh.com.vn                 ,http://www.khoangsanankhanh.com.vn,Khoáng Sản - Công Ty Khoáng Sản
69,Vico Silica - Công Ty TNHH MTV Vico Silica,"A17 Nguyễn Hữu Thọ, Q. Hải Châu, ",Tp. Đà Nẵng,(0236) 3787556                                 ,vico-mt@dng.vnn.vn                                ,,Khoáng Sản - Công Ty Khoáng Sản
70,Công Ty TNHH Nhật Mỹ Phát,"52 Đường Thạnh Mỹ Lợi, P. Thạnh Mỹ Lợi, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),(028) 37420628                                ,nhatmyphat@gmail.com                              ,http://www.nhatmyphat.com.vn,Khoáng Sản - Công Ty Khoáng Sản
71,Vôi Hà Nam - Công Ty TNHH Sản Xuất Và Thương Mại Vôi Hà Nam,"Quốc Lộ 1A, Thanh Hương, Thanh Liêm, ",Hà Nam,0972268833                              ,congtyvoihanam@gmail.com                          ,http://voihanam.vn,Khoáng Sản - Công Ty Khoáng Sản
72,Công Ty TNHH MTV Nguyên Vật Liệu Vôi Việt Nam,"Thôn Châu Giang, TT. Kiện Khê, H. Thanh Liêm, ",Hà Nam,0913610922                              ,nvlvoivietnam@gmail.com                           ,,Khoáng Sản - Công Ty Khoáng Sản
73,Công Ty TNHH YFA,"Khu 5, TT. Thanh Thuỷ, H. Thanh Thuỷ, ",Phú Thọ,(0210) 3686702                                 ,info@yfa.com.vn                                   ,http://www.yfa.com.vn,Khoáng Sản - Công Ty Khoáng Sản
74,Vận Tải Hùng Đạt - Công Ty Cổ Phần Vận Tải Hùng Đạt,"79 Hoàng Diệu, Tây Lộc, TP. Huế, ",Thừa Thiên Huế,(0234) 3558558                                 ,hungdatjsc@gmail.com                              ,http://vantaihungdat.com,Khoáng Sản - Công Ty Khoáng Sản
75,Công Ty CP Đầu Tư XNK Và Khai Thác Khoáng Sản Việt Nam,"KCN Kiện Khê, H. Thanh Liêm, ",Hà Nam,"0944607997, 0962566566                  ",sales@khoangsanvietnam.com.vn                     ,http://khoangsanvietnam.com.vn,Khoáng Sản - Công Ty Khoáng Sản
76,ASUKA Exports,"Số 289, New Street, Ayavoo Colony, Aminjikarai, Chennai, ấn Độ ",,+914443063070                           ,asukaexport@gmail.com                             ,http://asukaminerals.com,Khoáng Sản - Công Ty Khoáng Sản
77,Công Ty CP Hà Phát Việt Nam,"Số 2, Ngách 639/39, Hoàng Hoa Thám, Vĩnh Phúc, Q. Ba Đình, ",Hà Nội,(024) 62923299                                ,cphaphatvn@gmail.com                              ,http://haphatvn.com,Khoáng Sản - Công Ty Khoáng Sản
78,Công Ty CP Nguyên Thanh Hương,"24 Giang Cự Vọng, P. Trung Mỹ Tây, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 62522533                                ,nguyenthanhhuong_72@yahoo.com.vn                  ,http://nguyenthanhhuong.com.vn,Khoáng Sản - Công Ty Khoáng Sản
79,Công Ty CP Thương Mại Và Vận Tải Sao Bắc,"35 M2 KĐT. Yên Hòa, P. Yên Hòa, Q. Cầu Giấy, ",Hà Nội,(024) 37726273                                ,info@saobac.com                                   ,http://saobac.com,Khoáng Sản - Công Ty Khoáng Sản
80,Công Ty TNHH Khoáng Sản Đá Vôi Hà Nam,"KCN Kiện Khê, ",Hà Nam,0904657922                              ,sales.khoangsanhanam@gmail.com                    ,http://khoangsanhanam.vn,Khoáng Sản - Công Ty Khoáng Sản
81,Công Ty TNHH Kosaxumi Việt Nam,"3/29 Ngõ 68, P. Triều Khúc, ",Hà Nội,(024) 8582865                                 ,kosaxumi.fcm@gmail.com                            ,http://www.kosaxumi.com,Khoáng Sản - Công Ty Khoáng Sản
82,Môi Trường HELPLINES - Công Ty TNHH HELPLINES,"Số 1/77/254 Minh Khai, P. Mai Động, Q. Hoàng Mai, ",Hà Nội,"(024) 85898936, 0904 646 809                  ",hse.vn@hotmail.com                                ,http://services.mov.mn,Khoáng Sản - Công Ty Khoáng Sản
83,Công Ty TNHH Tầm Nhìn Quốc Tế Việt Nam,"Xóm 10, X. Thi Sơn, H. Kim Bảng, ",Hà Nam,0913048775                              ,tamnhinquocte@gmail.com                           ,,Khoáng Sản - Công Ty Khoáng Sản
84,Đồng Lợi - Công Ty TNHH Đồng Lợi,"3/9 Khu Phố Đông Tân, TT. Dĩ An, H. Dĩ An, ",Bình Dương,(0274) 3742031                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
85,Công Ty Cổ Phần Vôi Miền Bắc,"Số 111 Đường Biên Hòa, P. Lương Khánh Thiện, TP. Phủ Lý, ",Hà Nam,"0936175511, 0989685511                  ",voimienbac@gmail.com                              ,http://voimienbac.com.vn,Khoáng Sản - Công Ty Khoáng Sản
86,Công Ty TNHH Hóa Chất Và Khoáng Sản Việt World,"Lầu 6, Tòa Nhà NGE, Số 292 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 35122108                                ,ctyvietworld@gmail.com                            ,http://vichemico.com,Khoáng Sản - Công Ty Khoáng Sản
87,Công Ty TNHH Khoáng Sản KMB Miền Bắc,"Nhà máy khoáng sản KMB Miền Bắc, KCN Thi Sơn, Kim Bảng, ",Hà Nam,0973035533                              ,lienhe@khoangsanmienbac.com                       ,http://khoangsanmienbac.com,Khoáng Sản - Công Ty Khoáng Sản
88,Công Ty TNHH TM DV Phát Triển Kỹ Thuật Kim Minh,"38/3B ấp Tây Lân, Xã Bà Điểm, Huyện Hóc Môn, ",Tp. Hồ Chí Minh (TPHCM),(028) 62723652                                ,kimminhtrading@gmail.com                          ,http://www.kimminhco.com,Khoáng Sản - Công Ty Khoáng Sản
89,Công ty TNHH Lingshou County Huayuan Mica,"KCN Liugou, H. Lingshou, ",Hebei,+86-0311-82675210                       ,grace@huayuanmica.com                             ,http://huayuanmica.com,Khoáng Sản - Công Ty Khoáng Sản
90,Công Ty TNHH Tài Nguyên Đông Sơn,"Số 24 Lô 6, Đường Trung Yên, Q. Cầu Giấy, ",Hà Nội,0945017758                              ,general@dongsonresources.com                      ,http://dongsonresources.com,Khoáng Sản - Công Ty Khoáng Sản
91,Công Ty TNHH Tài Nguyên Đông Sơn,"Số 24 Lô 6, Đường Trung Yên, Q. Cầu Giấy, ",Hà Nội,0945017758                              ,general@dongsonresources.com                      ,http://dongsonresources.com,Khoáng Sản - Công Ty Khoáng Sản
92,Công Ty TNHH TM DV Phát Triển Kỹ Thuật Kim Minh,"38/3B ấp Tây Lân, Xã Bà Điểm, Huyện Hóc Môn, ",Tp. Hồ Chí Minh (TPHCM),(028) 62723652                                ,kimminhtrading@gmail.com                          ,http://www.kimminhco.com,Khoáng Sản - Công Ty Khoáng Sản
93,Công Ty TNHH Khai Thác Chế Biến Khoáng Sản KL,"339 Nguyễn Thượng Hiền, P. 11, Q. 10, ",Tp. Hồ Chí Minh (TPHCM),"(028) 38326063, 0938415910                    ",vandung@kl-corp.com.vn                            ,http://www.kl-corp.com.vn,Khoáng Sản - Công Ty Khoáng Sản
94,Công Ty Cổ Phần 3.2,"Km1322 Quốc Lộ 1, X. An Phú, Tp. Tuy Hòa, ",Phú Yên,(0257) 3793121                                 , ,,Khoáng Sản - Công Ty Khoáng Sản
95,Công Ty Cổ Phần Xây Dựng Công Trình Giao Thông 505,"1 Hàn Thuyên, P. Xương Huân, Tp. Nha Trang, ",Khánh Hòa,(0258) 3822320                                 ,cienco5-505@vnn.vn                                ,,Khoáng Sản - Công Ty Khoáng Sản
