name,address,city,phone,email,website,category
Công Ty Cổ Phần Thép Hùng Cường,"Km 87 + 900, QL 5, P. Nam Son, Q. An Dương, ",Tp. Hải Phòng,(0225) 3215196                                 ,"leha@hcsteel.vn, thephungcuong@gmail.com          ",http://hungcuongsteel.com,công ty nhập khẩu thép
Công Ty TNHH Chiến Bao,"Km 30 Thái Nguyên - Hà Nội, Tân Hương, Phổ Yên, ",Thái Nguyên,(0208) 3866231                                 ,satthepchienbao@gmail.com                         ,http://chienbao.wordpress.com,công ty nhập khẩu thép
Thép Hưng Hà - Công Ty TNHH Kim Khí Và Vật Tư Tổng Hợp Hưng Hà,"Tổ 57, P. Yên Hòa, Q. Cầu Giấy, ",Hà Nội,"(024) 36557061, 0913 367 178                  ",kk.hungha@gmail.com                               ,http://thepnhapkhau.com.vn,công ty nhập khẩu thép
Công Ty Cổ Phần Thép Tân Đại Phát,"380 Phạm Văn Đồng, Xóm 7, X. Cổ Nhuế, H. Bắc Từ Liêm, ",Hà Nội,(024) 37557436                                ,tandaiphatsteel@gmail.com                         ,http://tandaiphatsteel.com.vn,công ty nhập khẩu thép
Công Ty TNHH Thép Hưng Thành Phát,"330 Quốc Lộ 1A, KP. 3, P. Tam Bình, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 37296636                                ,hungthanhphatsteel@gmail.com                      ,http://hungthanhphat.vn,công ty nhập khẩu thép
Thép UNICO - Công Ty TNHH Công Nghiệp Và Thương Mại UNICO,"1137 Đê La Thành, P. Ngọc Khánh, Q. Ba Đình, ",Hà Nội,"(024) 37751179, 0904 123 459                  ",unicosteelco@gmail.com                            ,http://unicosteel.com.vn,công ty nhập khẩu thép
Công Ty TNHH Thương Mại Xuất Nhập Khẩu Steel Tuấn Phát,"48/8 Đường Mê Linh, P. 19, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),0942611199                              ,tuanphatsteel@gmail.com                           ,http://www.tuanphatsteel.com,công ty nhập khẩu thép
Công Ty CP Xuất Nhập Khẩu Thép Bình Phát,"234 Viện Điều Tra Quy Hoạch Rừng, Vĩnh Quỳnh, Thanh Trì, ",Hà Nội,(024) 39949564                                ,binhphat234@gmail.com                             ,http://www.thepongbinhphat.com,công ty nhập khẩu thép
Kim Nam - Công Ty TNHH Kim Nam,"33/4 Nguyễn Đình Chính, P. 15, Q. Phú Nhuận, ",Tp. Hồ Chí Minh (TPHCM),(028) 54086412                                ,info@kimnamco.com                                 ,http://www.kimnamco.com,công ty nhập khẩu thép
Thiên Nam - Công Ty Cổ Phần Thương Mại Xuất Nhập Khẩu Thiên Nam,"111-121 Ngô Gia Tự, P. 2, Q. 10, ",Tp. Hồ Chí Minh (TPHCM),(028) 38348980                                ,thiennam@tna.com.vn                               ,http://www.tna.com.vn,công ty nhập khẩu thép
Công Ty TNHH Xuất Nhập Khẩu Thương Mại Thịnh An Phát,"265 Quốc Lộ 1A, Khu Phố 5, Phường Bình Chiểu, Quận Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 38977836                                ,thepthinhanphat@gmail.com                         ,http://thepnhapkhau.com,công ty nhập khẩu thép
Toàn Thắng - Công Ty Cổ Phần Thép Toàn Thắng,"Tầng 1, Tòa Nhà Thép Toàn Thắng, 8A-10A Trường Sơn, P.2, Q. Tân Bình ",Tp. Hồ Chí Minh (TPHCM),(028) 38440131                                ,cophantheptoanthang@gmail.com                     ,http://www.theptoanthang.znn.vn,công ty nhập khẩu thép
Công Ty TNHH Thương Mại An Hưng,"211C Đường Hai Bà Trưng, Q. Lê Chân, ",Tp. Hải Phòng,(0225) 3950130                                 ,antrimexco@gmail.com                              ,http://anhungvn.com,công ty nhập khẩu thép
Công Ty Cổ Phần An Gia Vũ,"180 Hoàng Công Chất, Phú Diễn, Bắc Từ Liêm, ",Hà Nội,(024) 66800536                                ,vu.angia@gmail.com                                ,http://angiavu.com,công ty nhập khẩu thép
Công Ty TNHH NHL INDUSTRIES VN,"LK9-18 Hàng Điều 9, Khu Nhà ở Khang Linh, P. 10, TP. Vũng Tàu, ",Bà Rịa-Vũng Tàu,(0254) 3836776                                 ,sales@nhl-vn.com.vn                               ,http://nhl-vn.com.vn,công ty nhập khẩu thép
Công Ty TNHH Việt Khá,"Số 53 Đức Giang, Q. Long Biên, ",Hà Nội,"(024) 36556568, Hotline: 0913230832      ",Vietkha05@gmail.com                               ,http://www.vietkha.com,công ty nhập khẩu thép
Công Ty TNHH Đông á,"R1508, Vincom Center, 72 Lê Thánh Tôn, Q. 1, ",TP Hồ Chí Minh,(028) 22202957                                ,donga@vinainox.vn                                 ,http://www.dongastainless.com,công ty nhập khẩu thép
Công Ty TNHH Đầu Tư Thương Mại Vũ Gia VNT,4/23/2A Đường Số 3 - Khu Phố 5 - P.Hiệp Bỡnh Phước - Q.Thủ Đức ,Tp. Hồ Chí Minh (TPHCM),(028) 37267150                                ,thepnhapkhauvugia@gmail.com                       ,http://www.thepvugia.com,công ty nhập khẩu thép
Công Ty TNHH Thương Mại Thép Việt Kim,"D6/37 Quốc Lộ 1A, TT. Tân Túc, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),(028) 37604828                                ,vietkimsteel@yahoo.com                            ,http://www.vietkim.vn,công ty nhập khẩu thép
Công Ty CP Đầu Tư Xây Dựng XNK Kim Khí Sài Gòn,"B15/306K Đường Thế Lữ, Ấp 2, X. Tân Nhựt, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),0912014931	                             ,kimkhisaigon.kd@gmail.com                         ,http://kimkhisaigon.com.vn,công ty nhập khẩu thép
Công Ty TNHH Ống Thép Phương Tùng,"Tổ 25, Ấp Tân Thanh A, X. Phước Lại, H. Cần Giuộc, ",Long An,(0272) 3777700                                 ,ongthepphuongtung@gmail.com                       ,http://www.ongthepphuongtung.com,công ty nhập khẩu thép
Công Ty TNHH MTV XD-TM-DV Thép Ba Lê,"92 Nguyễn Phước Lan, Hòa Xuân, Q. Cẩm Lệ, ",Tp. Đà Nẵng,(0236) 3715571                                 ,balesteel@gmail.com                               ,http://balesteel.vn,công ty nhập khẩu thép
Công Ty TNHH Sản Xuất Thương Mại Thép Toàn Thiên,"11/6 Hồ Đắc Di, P. Tây Thạnh, Q. Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),(028) 38911557                                ,viet.tiep70@yahoo.com.vn                          ,http://theptoanthien.vn,công ty nhập khẩu thép
Công Ty TNHH Thép Đặc Biệt Suzuki (Việt Nam),"361 Phạm Văn Bạch, P. 15, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38143220                                ,info.suzukispecialsteelvn@gmail.com               ,http://thepdacbiet.vn,công ty nhập khẩu thép
Công Ty TNHH Đầu Tư Thương Mại Kim Phú Thành,"Lô Số 1, Đường Số 8, KCN Tân Tạo, P. Tân Tạo A, Q. Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),(028) 37545210                                ,kptsteel@gmail.com                                ,,công ty nhập khẩu thép
Công Ty Cổ Phần Thép Việt Thái,"Thôn Vĩnh Lộc, X. Phùng Xá, H. Thạch Thất, ",Hà Nội,(024) 33928545                                ,ctycophankimkhivietthai@gmail.com                 ,,công ty nhập khẩu thép
Công Ty TNHH Thép Kỳ Đồng,"Lô C1/I, Đường Số 2E, KCN Vĩnh Lộc, X. Vĩnh Lộc A, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),(028) 38639235                                ,kydongsteel1@gmail.com                            ,http://www.kydongsteel.com.vn,công ty nhập khẩu thép
Công Ty Cổ Phần Đầu Tư Thương Mại Thái Hoàng Hưng,"Số 68 Nguyễn Huệ, P. Bến Nghé, Q.1 ",Tp. Hồ Chí Minh (TPHCM),(028) 62883067                                ,thepthaihoanghung@gmail.com                       ,http://thepthaihoanghung.com,công ty nhập khẩu thép
Công Ty TNHH Thép Toàn Cầu,"14/40J Kỳ Đồng, P. 9, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),(028) 35261984                                ,slm@slm.com.vn                                    ,http://slm.com.vn,công ty nhập khẩu thép
Công Ty TNHH Trường Thịnh,"76 Nguyễn Háo Vĩnh, P. Tân Quý, Q. Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),0973236263                              ,nguyentin0888@gmail.com                           ,http://truongthinhsteel.com.vn,công ty nhập khẩu thép
Công Ty TM Và DV Yogiant,"15 Nguyễn Lương Bằng, P. Tân Phú, Q. 7, ",Tp. Hồ Chí Minh (TPHCM),0867753198                              ,ngocvikt898@gmail.com                             ,,công ty nhập khẩu thép
Công Ty CP Công Nghiệp Cimexco,"Số LT11, Ngõ 219 Trung Kính, Tổ 49, P.Yên Hòa, Q. Cầu Giấy, Hà Nội ",Hà Nội,(024) 35561642                                ,cimexcoholdings@vnn.vn                            ,http://cimexco.com.vn,công ty nhập khẩu thép
Công Ty TNHH Thép Đặc Biệt FengYang Thường Thục,"Tầng 4 Tòa Nhà Athena, 146-148 Cộng Hòa, P.12, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0975999754                              ,hyphuong1995@gmal.com                             ,,công ty nhập khẩu thép
Công Ty TNHH Sản Xuất Dịch Vụ Và Thương Mại Tự Cường,"VPGD: Số 109 Ngõ 53, Phố Đức Giang, Q. Long Biên (trong tổng kho kim khí Đức Giang) ",Hà Nội,(024) 36557327                                ,raytucuong@gmail.com                              ,,công ty nhập khẩu thép
Công ty TNHH Thương Mại Và Đầu Tư Quốc Tế Phương Bắc,"Số Nhà 7, Liền Kề 18, KĐT Văn Khê, P. La Khê, Q. Hà Đông, ",Hà Nội,(024) 23470666                                ,admin@vattuphuongbac.com                          ,http://vattuphuongbac.com,công ty nhập khẩu thép
Công Ty TNHH Sản Xuất Dịch Vụ Và Thương Mại Tự Cường,"VPGD: Số 109 Ngõ 53, Phố Đức Giang, Q. Long Biên (trong tổng kho kim khí Đức Giang) ",Hà Nội,(024) 36557327                                ,raytucuong@gmail.com                              ,,công ty nhập khẩu thép
Công Ty TNHH Thép Hoa Sen,"288 Tô Ngọc Vân, P. Thạnh Xuân, Quận 12, ",Tp. Hồ Chí Minh (TPHCM),0783689899                              ,thepchiunhiethoasen@gmail.com                     ,http://thepchiunhiet.com,công ty nhập khẩu thép
Vạn Lợi - Công Ty TNHH Vạn Lợi,"19 Tòa Nhà Green Park Building, Nguyễn Đình Chiểu, Lê Đại Hành, Q. Hai Bà Trưng, ",Hà Nội,(024) 39274328                                ,vanloivn@fpt.vn                                   ,http://www.vanloi.com.vn,công ty nhập khẩu thép
Thép Làm Khuôn Bảo Kim - Công Ty TNHH Thép Bảo Kim,"G40, đường 4E, ấp 5, KDC 13E INTRESCO, xã Phong Phú , Huyện Bình Chánh ",Tp. Hồ Chí Minh (TPHCM),0979 937 957                            ,baokimsteel@gmail.com                             ,http://baokimsteel.com,công ty nhập khẩu thép
Thép Song Hà - Công Ty Cổ Phần Thương Mại Song Hà,"Tổ 38, P. Ngọc Thuỵ, Q. Long Biên, ",Hà Nội,"(024) 36557960, 0912987042                    ",thepsongha@gmail.com                              ,http://thepsongha.com,công ty nhập khẩu thép
Công Ty TNHH Vina Steel Land,"Tầng 16, Tòa nhà IPC Building, Số 1489 Đường Nguyễn Văn Linh St., Phường Tân Phong, Quận 7, ",Tp. Hồ Chí Minh (TPHCM),(028) 36365834                                ,jhsteelland@gmail.com                             ,,công ty nhập khẩu thép
Công Ty TNHH Dịch Vụ Thép NS,"Khu Thượng, Phường Khắc Niệm, TP. Bắc Ninh, ",Bắc Ninh,0988003436                              ,haphan260608@gmail.com                            ,,công ty nhập khẩu thép
Công Ty TNHH Thương Mại TGHP Việt Nam,"Số 4 Ngõ 11, Đường Tây Hồ, P. Quảng An, Q. Tây Hồ, ",Hà Nội,0912373622                              ,tghpsteel@gmail.com                               ,http://tghp.vn,công ty nhập khẩu thép
Công Ty TNHH Kim Loại Tân Đài,"Tầng 4, Tháp 2 Tòa Nhà Times Tower, Số 35 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân, ",Hà Nội,(024) 32016618                                ,service1@tandai-metal.com                         ,,công ty nhập khẩu thép
Công Ty TNHH MTV Thép Kim Tín Phát,"318T1/2, KP. 1B, P. An Phú, TX. Thuận An, ",Bình Dương,(0274) 3719806                                 ,thepkimtinphat@gmail.com                          ,http://thepongduc.vn,công ty nhập khẩu thép
Công Ty Cổ Phần Xây Dựng Và Đầu Tư Thương Mại VINAGROUP,"Thôn Mỹ Nội, X. Bắc Hồng, H. Đông Anh, ",Hà Nội,0946666685                              ,jsc.vinagroup@gmail.com                           ,http://vinagroup.net.vn,công ty nhập khẩu thép
Linh Trung - Công Ty TNHH Linh Trung,"Số 26-28-30 Ngõ 71 Láng Hạ, Q. Ba Đình, ",Hà Nội,(024) 35146088                                ,thanhlinhtrung@gmail.com                          ,http://www.linhtrung.vn,công ty nhập khẩu thép
Nhật Phát - Công Ty TNHH Thương Mại Nhật Phát,"5 Trần Tướng Công, P. 10, Q. 5, ",Tp. Hồ Chí Minh (TPHCM),(028) 38546658                                ,tranthanhmai83@yahoo.com.vn                       ,,công ty nhập khẩu thép
Công Ty TNHH Thép Quang Tuấn,"14B/H21, Đường Trương Thị Ngào, P. Trung Mỹ Tây, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 36123345                                ,thepquangtuan@gmail.com                           ,http://Thepquangtuan.com,công ty nhập khẩu thép
Văn Phòng Đại Diện Hitachi Metal Singapore PTE. LTD,"Tầng 23 Tòa Tây, Tòa Nhà Lotte Center, 54 Liễu Giai, P. Cống Vị, Q. Ba Đình, ",Hà Nội,(024) 39333123                                , ,http://www.hitachi-cable.com,công ty nhập khẩu thép
Công Ty TNHH Tâm Anh Trí,"Số Nhà 17, Ngõ 189/8 Đường Giảng Võ, P. Cát Linh, Q. Đống Đa, ",Hà Nội,0796190631                              ,anhtrisw@gmail.com                                ,,công ty nhập khẩu thép
Thép Xây Dựng Nam Thuận - Công Ty TNHH Đầu Tư Thương Mại Xuất Nhập Khẩu Nam Thuận,"56 Võ Thị Liễu, Phường An Phú Đông, Quận 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 3620 3219                               ,thepnamthuan@gmail.com                            ,http://theptam.vn,công ty nhập khẩu thép
Công Ty TNHH Sắt Thép Miền Nam,"Thửa Đất 8490 Tờ Bản Đồ Số 4, Đường Võ Thị Sáu, KP. Tây A, P. Đông Hòa, TP. Dĩ An, ",Bình Dương,0908398346                              ,sathep.mn@gmail.com                               ,http://thepcongtrinh.com,công ty nhập khẩu thép
Vật Liệu Xây Dựng Tấn Đạt,"144 Nguyễn Văn Trỗi, P.Tân Thạnh, TP.Tam Kỳ, ",Quảng Nam,(0235) 3813 818                                ,thuanphan160677@gmail.com                         ,,công ty nhập khẩu thép
Công Ty TNHH Thương Mại Kiên Thành,"1265B, QL 1A, P. An Lạc, Q. Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),(028) 38771907                                ,thepkienthanh@thepkienthanh.com                   ,http://thepkienthanh.com,công ty nhập khẩu thép
Công Ty TNHH TM Xuất Nhập Khẩu Anh Thiên Phúc,"Số 130, Đường Linh Trung, Khu phố 3, Phường Linh Trung, Quận Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 37010118                                ,thepanhthienphuc@gmail.com                        ,http://theptamlohoi.com,công ty nhập khẩu thép
Công Ty TNHH XNK Thép Vạn Phúc,"109 Trương Thị Ngào, KP. 4, P. Trung Mỹ Tây, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),0946174567                              ,thepraycautruc@gmail.com                          ,http://thepraycautruc.com,công ty nhập khẩu thép
Công Ty TNHH Thiên Kim,"Số 114/11 Đề Thám, P. Cầu Ông Lãnh, Quận 1, ",Tp. Hồ Chí Minh (TPHCM),(028) 54137891                                ,sales2@thienkimcorp.com                           ,http://thienkimcorp.com,công ty nhập khẩu thép
Vĩnh Phúc - Công Ty TNHH Đầu Tư Thương Mại Vĩnh Phúc,"Phòng 502, Tầng 5, 28 Toà Nhà Simco, Phạm Hùng, H. Từ Liêm, ",Hà Nội,(024) 37852348                                ,vinhphuc@vinhphucsteel.com                        ,http://www.vinhphucsteel.com,công ty nhập khẩu thép
SMC - Công Ty Cổ Phần Đầu Tư Thương Mại SMC,"396 Ung Văn Khiêm, P. 25, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),(028) 38992299                                ,smc@smc.vn                                        ,http://www.smc.vn,công ty nhập khẩu thép
Công Ty TNHH Thương Mại Thép Nam Việt,"307D, Nguyễn Văn Trỗi, P. 1, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38112377                                ,info@namvietsteel.com                             ,http://www.namvietsteel.com,công ty nhập khẩu thép
Công Ty FTNHH Châu Dương,"146 - 148 Cộng Hòa, P. 12, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),0325661036                              ,dthuytrang234@gmail.com                           ,http://fengyanggroup.com,công ty nhập khẩu thép
Công Ty TNHH Cơ Nhiệt Điện Hưng Tiến Việt,"Lô 42B1.5 Bàu Vàng 6, P. Hòa Khánh Bắc, Q. Liên Chiểu, ",Tp. Đà Nẵng,,ctyhungtienviet@gmail.com                         ,http://hungtienviet.com,công ty nhập khẩu thép
Công Ty TNHH Thương Mại Nga Minh,"Cụm 11, Vĩnh Ninh, Vĩnh Quỳnh, Thanh Trì, ",Hà Nội,(024) 37921069                                ,ngaminhtm@gmail.com                               ,http://thepngaminh.com,công ty nhập khẩu thép
Quang Hưng - Công Ty TNHH Thương Mại Thép-Xưởng Quang Hưng,"3A/8 ấp 3, X. Phạm Văn Hai, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),(028) 38773508                                ,qhsteel@qhsteel.vn                                ,http://qhsteel.vn,công ty nhập khẩu thép
Công Ty TNHH Thép Việt,"Phùng Xá, Thạch Thất, ",Hà Nội,(024) 33672627                                ,haidang.thepviet@gmail.com                        ,http://thepvietsteel.com.vn,công ty nhập khẩu thép
Lâm Thành Tài - Công Ty TNHH Lâm Thành Tài,"150/45 Đường 26/3, P. Bình Hưng Hòa, Q. Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),(028) 37503773                                ,lamthanhtai207@yahoo.com                          ,,công ty nhập khẩu thép
Công Ty Cổ Phần Xuất Nhập Khẩu Thép Hình Miền Bắc,"Km 87, Quốc Lộ 5, Nam Sơn, An Dương, ",Tp. Hải Phòng,(0225) 3545454                                 ,ctythephinhmienbac@vnn.vn                         ,http://www.thephinhmienbac.com,công ty nhập khẩu thép
Gia Anh - Chi Nhánh Công Ty Cổ Phần Gia Anh,"200 Quốc Lộ 13, P. Hiệp Bình Chánh, Q. Thủ Đức, ",Tp. Hồ Chí Minh (TPHCM),(028) 37266485                                ,cngiaanh@hcm.vnn.vn                               ,http://www.giaanh.com.vn,công ty nhập khẩu thép
Công Ty TNHH MTV Thép An Đông,"Số 2, Lô C, Đường Sư Vạn Hạnh, P9, Q5 ",Tp. Hồ Chí Minh (TPHCM),0938668790                              ,andongdiesel@gmail.com                            ,,công ty nhập khẩu thép
Công Ty TNHH Kinh Doanh Thép Việt á,"217/10/17A Hà Huy Giáp,Tổ 9, Khu phố 3C,P. Thạnh Lộc, Q.12, ",Tp. Hồ Chí Minh (TPHCM),(028) 37198583                                ,thepvieta.vn@gmail.com                            ,http://vietasteels.com,công ty nhập khẩu thép
Công Ty TNHH Thép Trường Thịnh,"76 Nguyễn Háo Vĩnh, P.Tân Quý, Q.Tân Phú, ",Tp. Hồ Chí Minh (TPHCM),(028) 22401068                                ,mail@truongthinhsteel.com.vn                      ,http://truongthinhsteel.com.vn,công ty nhập khẩu thép
Công Ty Cổ Phần Vật Liệu Xây Dựng Hà Nội,"249 Thụy Khê, Q. Tây Hồ, ",Hà Nội,(024) 38254939                                ,cmchn@haprogroup.vn                               ,,công ty nhập khẩu thép
Công Ty TNHH Thép Trung Nguyên,"456 Tô Hiến Thành, P. 14, Q. 10, ",Hồ Chí Minh (TPHCM),(08) 38669057                                ,ctytrungnguyen@yahoo.com                          ,http://trungnguyensteel.vn,công ty nhập khẩu thép
