name,address,city,phone,email,website,category
Công Ty TNHH Dịch Vụ - Thương Mại CSC,"6/8A Phan Xích Long, P. 3, Q. Phú Nhuận, ",Tp. Hồ Chí Minh (TPHCM),(028) 38458450                                ,tuyetmaidoan@gmail.com                            ,,ắc Quy Xe Nâng
Công Ty TNHH TM DV Xe Nâng Đức Tín,"105 Đường 7A, P. Bình Trị Đông B, Q. Bình Tân, ",Tp. Hồ Chí Minh (TPHCM),0904222540                              ,info@binhxenang.com                               ,http://binhxenang.com,ắc Quy Xe Nâng
Công Ty TNHH Lumber Link,"Thửa Đất Số 192, Tờ Bản Đồ Số 12, KP. Khánh Hội, P. Tân Phước Khánh, TX. Tân Uyên, ",Bình Dương,0913558335                              ,kim@lumberlink.com.vn	                            ,http://banxenangcu.com	,ắc Quy Xe Nâng
Công ty TNHH TM DV Quang Phát Đạt,"112/2 Kp.1B, P.An Phú, Tx. Thuận An, ",Bình Dương,0904222540                              ,info@binhxenang.com                               ,http://www.binhxenang.com,ắc Quy Xe Nâng
Công Ty Cổ Phần ắc Quy Minh Châu,"Số 1A Ngõ 461 Minh Khai, Q. Hai Bà Trưng, ",Hà Nội,(024) 36366548                                ,minhchaubatteryjsc@gmail.com                      ,http://www.acquyminhchau.com,ắc Quy Xe Nâng
Ắc Quy Việt - Công Ty TNHH Thương Mại Và Dịch Vụ Ắc Quy Việt,"A4/15A Ấp 1, X. Lê Minh Xuân, H. Bình Chánh, ",Tp. Hồ Chí Minh (TPHCM),0919687087                              ,acquyviet.com@gmail.com                           ,http://acquyviet.com.vn,ắc Quy Xe Nâng
Công Ty Cổ Phần Công Nghệ ắc Quy MICROTEX Việt Nam,"Số 32 Nguyễn Bỉnh Khiêm, P. 1, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),(028) 22668368                                ,info.microtexvietnam@gmail.com                    ,http://microtexindia.com,ắc Quy Xe Nâng
Công Ty TNHH N.V.N,"64/1 Xuân Diệu, P. 4, Q. Tân Bình, ",Tp. Hồ Chí Minh (TPHCM),(028) 38116078                                ,nichiyuvn@hcm.vnn.vn                              ,http://nichiyu.com.sg,ắc Quy Xe Nâng
Công Ty TNHH BR MAX,"144 Quốc Lộ 1A, P. Thanh Xuân, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 37166094                                ,trinhnguyen0211@gmail.com                         ,http://brmax.vn,ắc Quy Xe Nâng
Công Ty TNHH Kết Nối Việt Nam,"Số 14B, Đường Trần Ngọc Diện, P. Thảo Điền, ",Tp. Hồ Chí Minh (TPHCM),(028) 35125998                                ,vinalinks@asia.com                                ,http://ac-quy.com,ắc Quy Xe Nâng
Công Ty TNHH Thương Mại Xuất Nhập Khẩu Bảo Vân,"195 QL 1A, KP 3A, P. Thạnh Lộc, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 22420171                                ,baovan.aq@gmail.com                               ,http://www.acquybaovan.com,ắc Quy Xe Nâng
Công Ty TNH,145B Cách Mạng Tháng Tám ,Đà Nẵng,"3699959 ,  0905 129 539                 ", ,,ắc Quy Xe Nâng
Công Ty TNHH Phụ Tùng Xe Nâng Việt Nam,"22 Đường DN 9, P. Tân Hưng Thuận, Q. 12, ",Tp. Hồ Chí Minh (TPHCM),(028) 54275672                                ,sales@phutungxenang.vn                            ,http://phutungxenang.vn,ắc Quy Xe Nâng
Công Ty CP Pin ắc Quy Vĩnh Phú,"X. Chu Hóa, Tp. Việt Trì, ",Phú Thọ,(0210) 3825123                                 ,cshk@vibaco.com.vn                                ,http://vibaco.com.vn,ắc Quy Xe Nâng
Công Ty TNHH Crown Equipment (Việt Nam),"Factory NX2, Lot S10-S11, Tan Tap-Long Hau Road,  Long Hau IP, Long Hau Ward, Can Giuoc Dist., ",Long An,(0272) 6255000                                 ,contact.vietnam@crown.com                         ,http://crown.com/en-sg,ắc Quy Xe Nâng
Xe Nâng ASA - Công Ty TNHH Xe Nâng ASA,"423 Vườn Lài, Phường An Phú Đông, Quận  12, ",Tp. Hồ Chí Minh (TPHCM),"(028) 3719 5030, 0911 755 700                 ",xenangasa@gmail.com                               ,http://suaxenang.com,ắc Quy Xe Nâng
"Xe Nâng, Máy Phát Điện, Máy Nén Khí","511 - 521, Nguyễn Đức Thuận, Gia Lâm, ",Hà Nội,0983901116                              ,hung.ls.maycongnghiep@gmail.com                   ,http://chothuexenangvn.com,ắc Quy Xe Nâng
Công Ty TNHH Đô Hai,"1104 Trường Chinh,P. Hòa Phát, Q. Cẩm Lệ, ",Tp. Đà Nẵng,"0935535444,                             ",congtydohai@gmail.com                             ,,ắc Quy Xe Nâng
